time,value
2024-07-07T01:10:03.428915176Z,{"lat":10.827022568947507,"lon":106.71418405390874}
2024-07-07T01:10:04.450944648Z,{"lat":10.826956853782638,"lon":106.71417288164015}
2024-07-07T01:10:05.452169069Z,{"lat":10.826878031830194,"lon":106.71415539609556}
2024-07-07T01:10:06.480780449Z,{"lat":10.826788448481228,"lon":106.71415216087357}
2024-07-07T01:10:07.50465956Z,{"lat":10.826695781904986,"lon":106.71413423565762}
2024-07-07T01:10:08.510957042Z,{"lat":10.826608902484626,"lon":106.71411044496145}
2024-07-07T01:10:09.531370204Z,{"lat":10.826528236005341,"lon":106.71408213806832}
2024-07-07T01:10:10.564701668Z,{"lat":10.826445057366026,"lon":106.71404641186568}
2024-07-07T01:10:11.560858293Z,{"lat":10.826360662147554,"lon":106.71400823308475}
2024-07-07T01:10:12.5839399Z,{"lat":10.826296066111746,"lon":106.71397630533201}
2024-07-07T01:10:13.590733702Z,{"lat":10.826232900184817,"lon":106.71394466676306}
2024-07-07T01:10:14.615947132Z,{"lat":10.826195059285753,"lon":106.71391356394065}
2024-07-07T01:10:15.611059159Z,{"lat":10.82616044400684,"lon":106.71387899986888}
2024-07-07T01:10:16.65094877Z,{"lat":10.82611307905026,"lon":106.71384469450753}
2024-07-07T01:10:17.660731194Z,{"lat":10.826065048950715,"lon":106.71381244470514}
2024-07-07T01:10:18.689061861Z,{"lat":10.82601375915656,"lon":106.71379384490825}
2024-07-07T01:10:19.700357753Z,{"lat":10.825959137380112,"lon":106.71378257175493}
2024-07-07T01:10:20.709752073Z,{"lat":10.825893972360609,"lon":106.7137739440912}
2024-07-07T01:10:21.729793676Z,{"lat":10.825837511307634,"lon":106.71377575678102}
2024-07-07T01:10:22.75024227Z,{"lat":10.825819213135885,"lon":106.7137796537573}
2024-07-07T01:10:23.768316Z,{"lat":10.825823152776067,"lon":106.713764873619}
2024-07-07T01:10:24.780831568Z,{"lat":10.82579835399499,"lon":106.71376937746388}
2024-07-07T01:10:25.800836935Z,{"lat":10.82575191857077,"lon":106.71378708591088}
2024-07-07T01:10:26.819950546Z,{"lat":10.825631048585707,"lon":106.713795840058}
2024-07-07T01:10:27.829906543Z,{"lat":10.825515933270594,"lon":106.71380177053942}
2024-07-07T01:10:28.840179427Z,{"lat":10.825420613037032,"lon":106.71379850537409}
2024-07-07T01:10:29.857181008Z,{"lat":10.825321830910328,"lon":106.71379299289752}
2024-07-07T01:10:30.891289419Z,{"lat":10.825208870271535,"lon":106.71378422753817}
2024-07-07T01:10:31.899314027Z,{"lat":10.82511017561937,"lon":106.71377454691374}
2024-07-07T01:10:32.91003Z,{"lat":10.8249821890086,"lon":106.71375644274133}
2024-07-07T01:10:33.929959675Z,{"lat":10.824868005945941,"lon":106.71372726537548}
2024-07-07T01:10:34.949776362Z,{"lat":10.824755470161868,"lon":106.71370716784305}
2024-07-07T01:10:35.971163331Z,{"lat":10.82464485821693,"lon":106.71369454087727}
2024-07-07T01:10:36.98270683Z,{"lat":10.824528694057062,"lon":106.71368597179668}
2024-07-07T01:10:38.008415375Z,{"lat":10.824433706393036,"lon":106.71366382565643}
2024-07-07T01:10:39.010000736Z,{"lat":10.824340266673095,"lon":106.71364967237385}
2024-07-07T01:10:40.042123982Z,{"lat":10.82424268643166,"lon":106.71363182720738}
2024-07-07T01:10:41.044379764Z,{"lat":10.82414808657955,"lon":106.71361851774337}
2024-07-07T01:10:42.075512469Z,{"lat":10.82404327300385,"lon":106.71360042513658}
2024-07-07T01:10:43.079996888Z,{"lat":10.823917035498221,"lon":106.71358426280989}
2024-07-07T01:10:44.100085298Z,{"lat":10.823787108328306,"lon":106.71357171257088}
2024-07-07T01:10:45.110112953Z,{"lat":10.823671645843334,"lon":106.71354948717138}
2024-07-07T01:10:46.134954674Z,{"lat":10.82355471420961,"lon":106.71352469602165}
2024-07-07T01:10:47.15498733Z,{"lat":10.823428417130762,"lon":106.71350537295987}
2024-07-07T01:10:48.167951399Z,{"lat":10.823301449742711,"lon":106.71349935015581}
2024-07-07T01:10:49.180037295Z,{"lat":10.823176124056545,"lon":106.71347483181302}
2024-07-07T01:10:50.197075381Z,{"lat":10.823045242721388,"lon":106.7134512796589}
2024-07-07T01:10:51.200305072Z,{"lat":10.82292276197255,"lon":106.71342414703211}
2024-07-07T01:10:52.203454049Z,{"lat":10.822800572676979,"lon":106.71339380410745}
2024-07-07T01:10:53.220199919Z,{"lat":10.822647671633563,"lon":106.71338270737304}
2024-07-07T01:10:55.064352653Z,{"lat":10.82250084605979,"lon":106.71336411148017}
2024-07-07T01:10:55.265314483Z,{"lat":10.822352303607085,"lon":106.7133453494371}
2024-07-07T01:10:56.301020829Z,{"lat":10.82220119697047,"lon":106.7133326149919}
2024-07-07T01:10:57.310306678Z,{"lat":10.822054612907896,"lon":106.71330907912284}
2024-07-07T01:10:58.323250621Z,{"lat":10.821916064499515,"lon":106.71328513084309}
2024-07-07T01:10:59.350397134Z,{"lat":10.821617890319713,"lon":106.71324372641887}
2024-07-07T01:11:00.36030082Z,{"lat":10.821463698827008,"lon":106.71322465686012}
2024-07-07T01:11:01.380059337Z,{"lat":10.821320524650648,"lon":106.71320807070376}
2024-07-07T01:11:02.395206169Z,{"lat":10.821184170050197,"lon":106.71319224978463}
2024-07-07T01:11:03.418101754Z,{"lat":10.821056027836331,"lon":106.71318218613938}
2024-07-07T01:11:04.429890474Z,{"lat":10.820929835207409,"lon":106.7131586758268}
2024-07-07T01:11:05.431188661Z,{"lat":10.820785548317257,"lon":106.71314650882775}
2024-07-07T01:11:06.460151292Z,{"lat":10.8206450794168,"lon":106.71312921072432}
2024-07-07T01:11:07.48019053Z,{"lat":10.820509988162039,"lon":106.71310133629149}
2024-07-07T01:11:08.495147643Z,{"lat":10.820359565663374,"lon":106.713081258819}
2024-07-07T01:11:09.511480524Z,{"lat":10.820212276103458,"lon":106.71305834647679}
2024-07-07T01:11:10.535011053Z,{"lat":10.820069021963414,"lon":106.71303259711975}
2024-07-07T01:11:11.541420449Z,{"lat":10.819927761324493,"lon":106.7130143861204}
2024-07-07T01:11:12.541644158Z,{"lat":10.819791757188336,"lon":106.71299734656377}
2024-07-07T01:11:13.589494435Z,{"lat":10.81966043098432,"lon":106.7129772107916}
2024-07-07T01:11:14.591766936Z,{"lat":10.819527109777706,"lon":106.71296222725668}
2024-07-07T01:11:15.591560466Z,{"lat":10.819400110726075,"lon":106.71294293838164}
2024-07-07T01:11:16.621492253Z,{"lat":10.819273682666763,"lon":106.71292145091537}
2024-07-07T01:11:17.692073377Z,{"lat":10.8191463115075,"lon":106.71289877377956}
2024-07-07T01:11:18.664538414Z,{"lat":10.81901691069272,"lon":106.7128880560871}
2024-07-07T01:11:19.682873205Z,{"lat":10.818897199470863,"lon":106.71286778608737}
2024-07-07T01:11:20.691572955Z,{"lat":10.818781406810189,"lon":106.71284597862021}
2024-07-07T01:11:21.761372173Z,{"lat":10.818660451294491,"lon":106.71282835971832}
2024-07-07T01:11:22.771986687Z,{"lat":10.818542380093321,"lon":106.71281120717904}
2024-07-07T01:11:23.789533742Z,{"lat":10.818435654809734,"lon":106.71279393564855}
2024-07-07T01:11:24.811537561Z,{"lat":10.818329603747019,"lon":106.71277839539177}
2024-07-07T01:11:25.821404887Z,{"lat":10.818228972093397,"lon":106.71276013640664}
2024-07-07T01:11:26.841918683Z,{"lat":10.818131394131662,"lon":106.71273810551726}
2024-07-07T01:11:27.876121336Z,{"lat":10.818038536489492,"lon":106.71271056450612}
2024-07-07T01:11:28.875228073Z,{"lat":10.81794312514615,"lon":106.71267813526892}
2024-07-07T01:11:29.913058148Z,{"lat":10.817862203848101,"lon":106.71262729273532}
2024-07-07T01:11:30.915217118Z,{"lat":10.817775653076145,"lon":106.71257558209867}
2024-07-07T01:11:31.924885981Z,{"lat":10.817693760903888,"lon":106.71251816518362}
2024-07-07T01:11:32.935881895Z,{"lat":10.817627853602607,"lon":106.71245505735004}
2024-07-07T01:11:33.94916733Z,{"lat":10.817582123217699,"lon":106.71239339281921}
2024-07-07T01:11:34.967388174Z,{"lat":10.817532967768996,"lon":106.71231814359706}
2024-07-07T01:11:35.975919794Z,{"lat":10.817471944905261,"lon":106.71224013653597}
2024-07-07T01:11:36.989018482Z,{"lat":10.817411383476843,"lon":106.71215201756944}
2024-07-07T01:11:38.007493229Z,{"lat":10.817355765518672,"lon":106.71206629660114}
2024-07-07T01:11:39.017369122Z,{"lat":10.817283464441932,"lon":106.71197671128992}
2024-07-07T01:11:40.050043955Z,{"lat":10.81720126464047,"lon":106.71187945447892}
2024-07-07T01:11:41.054896668Z,{"lat":10.817123188687251,"lon":106.71179061581329}
2024-07-07T01:11:42.077128464Z,{"lat":10.817053760964018,"lon":106.71169620056443}
2024-07-07T01:11:43.0738405Z,{"lat":10.816978120130631,"lon":106.71160336569902}
2024-07-07T01:11:44.103868184Z,{"lat":10.816896372522727,"lon":106.71151368832152}
2024-07-07T01:11:45.123687783Z,{"lat":10.816832957735086,"lon":106.71141535781481}
2024-07-07T01:11:46.148809976Z,{"lat":10.816757273105395,"lon":106.71131697365281}
2024-07-07T01:11:47.172051327Z,{"lat":10.81667332121555,"lon":106.71123273254999}
2024-07-07T01:11:48.173802127Z,{"lat":10.816594017059701,"lon":106.71114817641556}
2024-07-07T01:11:49.204766447Z,{"lat":10.816486449421118,"lon":106.7110823231544}
2024-07-07T01:11:50.218877385Z,{"lat":10.816396727119363,"lon":106.71103490050488}
2024-07-07T01:11:51.223688141Z,{"lat":10.816305343893726,"lon":106.71097511742784}
2024-07-07T01:11:52.233664954Z,{"lat":10.816203440110678,"lon":106.71091261221537}
2024-07-07T01:11:53.247801426Z,{"lat":10.816087042534043,"lon":106.71086459731288}
2024-07-07T01:11:54.271791467Z,{"lat":10.815972951211211,"lon":106.71081787138056}
2024-07-07T01:11:55.29362375Z,{"lat":10.815866504744093,"lon":106.71076833819286}
2024-07-07T01:11:56.312046689Z,{"lat":10.815768304061454,"lon":106.71070950403653}
2024-07-07T01:11:57.321648565Z,{"lat":10.815675471344727,"lon":106.7106581477963}
2024-07-07T01:11:58.341885804Z,{"lat":10.8155754105549,"lon":106.7106035783953}
2024-07-07T01:11:59.361588311Z,{"lat":10.81548731765935,"lon":106.71054985782618}
2024-07-07T01:12:00.371990583Z,{"lat":10.815403465356617,"lon":106.71051240745031}
2024-07-07T01:12:01.396661793Z,{"lat":10.815244896451016,"lon":106.71043376775062}
2024-07-07T01:12:02.419845546Z,{"lat":10.81515581592013,"lon":106.7103949785588}
2024-07-07T01:12:03.421821692Z,{"lat":10.815075832732083,"lon":106.71036182070411}
2024-07-07T01:12:04.442065377Z,{"lat":10.815005127114507,"lon":106.71032755864131}
2024-07-07T01:12:05.455528042Z,{"lat":10.814937772865132,"lon":106.71029220911907}
2024-07-07T01:12:06.471737745Z,{"lat":10.814865639003497,"lon":106.71026705926872}
2024-07-07T01:12:07.491730127Z,{"lat":10.814804735265028,"lon":106.7102357125994}
2024-07-07T01:12:08.537885386Z,{"lat":10.814738978158568,"lon":106.71019633915047}
2024-07-07T01:12:09.52458729Z,{"lat":10.814648259742272,"lon":106.71015984598796}
2024-07-07T01:12:10.542163373Z,{"lat":10.814557954496923,"lon":106.71011382301704}
2024-07-07T01:12:11.564434261Z,{"lat":10.814463517825706,"lon":106.71006413111962}
2024-07-07T01:12:12.574532172Z,{"lat":10.81437628703996,"lon":106.71001957631267}
2024-07-07T01:12:13.594267501Z,{"lat":10.814296964929255,"lon":106.7099794687289}
2024-07-07T01:12:14.619435416Z,{"lat":10.814212624715557,"lon":106.70993442648037}
2024-07-07T01:12:15.604458445Z,{"lat":10.81413269853347,"lon":106.70989859646788}
2024-07-07T01:12:16.644038496Z,{"lat":10.814062980571274,"lon":106.70988477936314}
2024-07-07T01:12:17.654263663Z,{"lat":10.813987710854251,"lon":106.70985748415448}
2024-07-07T01:12:18.674210018Z,{"lat":10.813902990696395,"lon":106.70980447192018}
2024-07-07T01:12:19.684315083Z,{"lat":10.813816364645614,"lon":106.70975460457598}
2024-07-07T01:12:20.704644715Z,{"lat":10.813735355342093,"lon":106.7096996378448}
2024-07-07T01:12:21.732013036Z,{"lat":10.813649456547848,"lon":106.70966574556246}
2024-07-07T01:12:22.738379146Z,{"lat":10.813573478638967,"lon":106.70961545414663}
2024-07-07T01:12:23.758193748Z,{"lat":10.813510003734974,"lon":106.70956047878029}
2024-07-07T01:12:24.768550214Z,{"lat":10.813443334839299,"lon":106.70951842878178}
2024-07-07T01:12:25.778227452Z,{"lat":10.813333789034171,"lon":106.70946302392422}
2024-07-07T01:12:26.811301362Z,{"lat":10.813238801057324,"lon":106.70942337977564}
2024-07-07T01:12:27.808932734Z,{"lat":10.813147490579556,"lon":106.70937822863097}
2024-07-07T01:12:28.818078612Z,{"lat":10.813049422259157,"lon":106.70933302346359}
2024-07-07T01:12:29.838257917Z,{"lat":10.81296250725768,"lon":106.70928926350484}
2024-07-07T01:12:30.858525357Z,{"lat":10.812864413354104,"lon":106.70924511366248}
2024-07-07T01:12:31.854090822Z,{"lat":10.812748240534916,"lon":106.70921671434233}
2024-07-07T01:12:32.878148645Z,{"lat":10.812635752687564,"lon":106.70920363091379}
2024-07-07T01:12:33.888127201Z,{"lat":10.812522606729337,"lon":106.7091774969273}
2024-07-07T01:12:34.898152879Z,{"lat":10.812398683844032,"lon":106.70914716901649}
2024-07-07T01:12:35.922831268Z,{"lat":10.812290553501125,"lon":106.70913200284485}
2024-07-07T01:12:36.923069818Z,{"lat":10.812168468134473,"lon":106.70913431306525}
2024-07-07T01:12:37.948146327Z,{"lat":10.812068940882686,"lon":106.70911812468808}
2024-07-07T01:12:38.976084847Z,{"lat":10.811963696735823,"lon":106.70911175853973}
2024-07-07T01:12:39.988060825Z,{"lat":10.811886070476644,"lon":106.70910756321821}
2024-07-07T01:12:41.008549225Z,{"lat":10.811817780576106,"lon":106.70910351701946}
2024-07-07T01:12:42.028421801Z,{"lat":10.81176691210032,"lon":106.70910349708667}
2024-07-07T01:12:43.037945838Z,{"lat":10.811721431551879,"lon":106.70910538335667}
2024-07-07T01:12:44.047888115Z,{"lat":10.81167430559299,"lon":106.70908898342101}
2024-07-07T01:12:45.078955073Z,{"lat":10.811639651297666,"lon":106.70907494929811}
2024-07-07T01:12:46.088079141Z,{"lat":10.811604036676561,"lon":106.70906781717619}
2024-07-07T01:12:47.103742809Z,{"lat":10.811557110238633,"lon":106.70907519368839}
2024-07-07T01:12:48.128441821Z,{"lat":10.81150531425362,"lon":106.7090732202911}
2024-07-07T01:12:49.138440114Z,{"lat":10.811453903185265,"lon":106.70907389530889}
2024-07-07T01:12:50.158184686Z,{"lat":10.811402626542826,"lon":106.70907724077612}
2024-07-07T01:12:51.172882496Z,{"lat":10.811345416415616,"lon":106.70908179260154}
2024-07-07T01:12:52.188701157Z,{"lat":10.811291234609808,"lon":106.70906706160766}
2024-07-07T01:12:53.199856584Z,{"lat":10.81123976323685,"lon":106.7090664071339}
2024-07-07T01:12:54.229850661Z,{"lat":10.811182221502433,"lon":106.70906608058966}
2024-07-07T01:12:55.239912118Z,{"lat":10.811123617240382,"lon":106.70907102092319}
2024-07-07T01:12:56.267693999Z,{"lat":10.811081793756323,"lon":106.70907534070565}
2024-07-07T01:12:57.269817928Z,{"lat":10.811031877375514,"lon":106.70908355308015}
2024-07-07T01:12:58.299058832Z,{"lat":10.8109816342269,"lon":106.70909590482772}
2024-07-07T01:12:59.283806089Z,{"lat":10.810924166644854,"lon":106.70909509660555}
2024-07-07T01:13:00.299746652Z,{"lat":10.810875180146455,"lon":106.70909909088988}
2024-07-07T01:13:01.349278176Z,{"lat":10.810827502522631,"lon":106.70910380397666}
2024-07-07T01:13:02.35030294Z,{"lat":10.810809011307107,"lon":106.7091038245479}
2024-07-07T01:13:03.369183114Z,{"lat":10.81077826525387,"lon":106.70907127861192}
2024-07-07T01:13:04.394663404Z,{"lat":10.81070920376928,"lon":106.7090736934599}
2024-07-07T01:13:05.399153624Z,{"lat":10.810593304933759,"lon":106.70910991529902}
2024-07-07T01:13:06.422566082Z,{"lat":10.810533966497184,"lon":106.70911115150453}
2024-07-07T01:13:07.438615064Z,{"lat":10.810493995582323,"lon":106.70908466530314}
2024-07-07T01:13:08.459377832Z,{"lat":10.810426360426325,"lon":106.70906964910542}
2024-07-07T01:13:09.469077507Z,{"lat":10.810334452872128,"lon":106.7090524429075}
2024-07-07T01:13:10.489079583Z,{"lat":10.81023381659062,"lon":106.70905388245669}
2024-07-07T01:13:11.509594588Z,{"lat":10.810143355099685,"lon":106.70906308491917}
2024-07-07T01:13:12.521218312Z,{"lat":10.810058786224044,"lon":106.70907704249329}
2024-07-07T01:13:13.549209225Z,{"lat":10.809984572187826,"lon":106.7090633729957}
2024-07-07T01:13:14.558224449Z,{"lat":10.809903870107854,"lon":106.7090571138965}
2024-07-07T01:13:15.579132442Z,{"lat":10.809831139213312,"lon":106.70906883196719}
2024-07-07T01:13:16.587788424Z,{"lat":10.809760892503459,"lon":106.70908079028811}
2024-07-07T01:13:17.60815844Z,{"lat":10.809702844121645,"lon":106.70908500971665}
2024-07-07T01:13:18.600992477Z,{"lat":10.809650878726181,"lon":106.7090947563623}
2024-07-07T01:13:19.636856101Z,{"lat":10.809600007740464,"lon":106.70910404247778}
2024-07-07T01:13:20.648920431Z,{"lat":10.809570628362144,"lon":106.70910675216074}
2024-07-07T01:13:21.669123044Z,{"lat":10.809545070306793,"lon":106.7091114658114}
2024-07-07T01:13:22.688619301Z,{"lat":10.809520607987572,"lon":106.70911344400322}
2024-07-07T01:13:23.708551111Z,{"lat":10.809500224405054,"lon":106.70911785994676}
2024-07-07T01:13:24.718648679Z,{"lat":10.809492805105702,"lon":106.7091225352554}
2024-07-07T01:13:25.725291782Z,{"lat":10.809485058644588,"lon":106.70912381739971}
2024-07-07T01:13:26.748882864Z,{"lat":10.809486001636063,"lon":106.70912342003386}
2024-07-07T01:13:27.768765889Z,{"lat":10.809479521102157,"lon":106.70912465036221}
2024-07-07T01:13:28.789219063Z,{"lat":10.809471989785427,"lon":106.7091314462192}
2024-07-07T01:13:29.798662237Z,{"lat":10.809472148911986,"lon":106.70913143147713}
2024-07-07T01:13:30.818575316Z,{"lat":10.809472148911986,"lon":106.70913143147713}
2024-07-07T01:13:31.838955401Z,{"lat":10.809472148911986,"lon":106.70913143147713}
2024-07-07T01:13:32.864041805Z,{"lat":10.809472148911986,"lon":106.70913143147713}
2024-07-07T01:13:33.868756136Z,{"lat":10.809472148911986,"lon":106.70913143147713}
2024-07-07T01:13:34.88850378Z,{"lat":10.809472148911986,"lon":106.70913143147713}
2024-07-07T01:13:35.883565988Z,{"lat":10.809472148911986,"lon":106.70913143147713}
2024-07-07T01:13:36.919486264Z,{"lat":10.809472148911986,"lon":106.70913143147713}
2024-07-07T01:13:37.938750976Z,{"lat":10.809472148911986,"lon":106.70913143147713}
2024-07-07T01:13:38.948970605Z,{"lat":10.809472148911986,"lon":106.70913143147713}
2024-07-07T01:13:39.969000891Z,{"lat":10.809472148911986,"lon":106.70913143147713}
2024-07-07T01:13:40.996711087Z,{"lat":10.80943047679475,"lon":106.7091541461849}
2024-07-07T01:13:41.999055769Z,{"lat":10.809416203731745,"lon":106.70915537779862}
2024-07-07T01:13:43.026888755Z,{"lat":10.809402444203494,"lon":106.70915654509548}
2024-07-07T01:13:44.018664783Z,{"lat":10.809389750155798,"lon":106.70915710118115}
2024-07-07T01:13:45.053236852Z,{"lat":10.809356274491982,"lon":106.70915572502172}
2024-07-07T01:13:46.068676312Z,{"lat":10.809308633915885,"lon":106.70916515709473}
2024-07-07T01:13:47.101701083Z,{"lat":10.809245788706383,"lon":106.70917096468371}
2024-07-07T01:13:48.103571623Z,{"lat":10.809181372052851,"lon":106.70918135439557}
2024-07-07T01:13:49.137640815Z,{"lat":10.809114894333902,"lon":106.70918653693329}
2024-07-07T01:13:50.139934696Z,{"lat":10.809035845460766,"lon":106.70926747913754}
2024-07-07T01:13:51.149620927Z,{"lat":10.808949302964953,"lon":106.70927090071802}
2024-07-07T01:13:52.174476659Z,{"lat":10.808854108027091,"lon":106.70927466438673}
2024-07-07T01:13:53.170295091Z,{"lat":10.808749150512085,"lon":106.70927909026568}
2024-07-07T01:13:54.199799234Z,{"lat":10.808641569015014,"lon":106.70928366653723}
2024-07-07T01:13:55.22301099Z,{"lat":10.808563856802417,"lon":106.70928697223765}
2024-07-07T01:13:56.220161066Z,{"lat":10.808487058595794,"lon":106.7092902390592}
2024-07-07T01:13:57.249701098Z,{"lat":10.808430210748671,"lon":106.70929265723511}
2024-07-07T01:13:58.269606846Z,{"lat":10.808372900837583,"lon":106.70929509506767}
2024-07-07T01:13:59.289714224Z,{"lat":10.808329241562445,"lon":106.70929812407216}
2024-07-07T01:14:00.299959086Z,{"lat":10.808247817092969,"lon":106.70930404441414}
2024-07-07T01:14:01.319813444Z,{"lat":10.808155047878133,"lon":106.70930325441925}
2024-07-07T01:14:02.340098124Z,{"lat":10.808060922442086,"lon":106.7093060728436}
2024-07-07T01:14:03.329735406Z,{"lat":10.807969982646778,"lon":106.70930879587905}
2024-07-07T01:14:04.329383982Z,{"lat":10.807864054133123,"lon":106.70931196772673}
2024-07-07T01:14:05.379890625Z,{"lat":10.807760590688043,"lon":106.70931983824829}
2024-07-07T01:14:06.387677489Z,{"lat":10.80756718861176,"lon":106.70933748703979}
2024-07-07T01:14:07.399718705Z,{"lat":10.807447102410219,"lon":106.70934844543346}
2024-07-07T01:14:08.423438498Z,{"lat":10.807341812520221,"lon":106.70935805359473}
2024-07-07T01:14:09.416086554Z,{"lat":10.807238653915816,"lon":106.70936745644124}
2024-07-07T01:14:10.432775283Z,{"lat":10.80713890953526,"lon":106.70937655019115}
2024-07-07T01:14:11.468019143Z,{"lat":10.80703687954597,"lon":106.70938594349839}
2024-07-07T01:14:12.466475851Z,{"lat":10.806932240583697,"lon":106.7093956277371}
2024-07-07T01:14:13.506177711Z,{"lat":10.806826210475595,"lon":106.70940487036964}
2024-07-07T01:14:14.498290008Z,{"lat":10.80671475809498,"lon":106.70941169392373}
2024-07-07T01:14:15.538064473Z,{"lat":10.80660077799216,"lon":106.70941854660917}
2024-07-07T01:14:16.547885265Z,{"lat":10.806493353207646,"lon":106.70942500517785}
2024-07-07T01:14:17.568067613Z,{"lat":10.806400935620234,"lon":106.7094306741403}
2024-07-07T01:14:18.591476959Z,{"lat":10.806312990013021,"lon":106.70943652103237}
2024-07-07T01:14:19.598284968Z,{"lat":10.806210252980355,"lon":106.70944502702433}
2024-07-07T01:14:20.6229588Z,{"lat":10.80611075479714,"lon":106.70945326486002}
2024-07-07T01:14:21.628225622Z,{"lat":10.806008394204325,"lon":106.70946173968403}
2024-07-07T01:14:22.648274661Z,{"lat":10.80590042067641,"lon":106.70947067922758}
2024-07-07T01:14:23.652856737Z,{"lat":10.805789949365062,"lon":106.70947880671282}
2024-07-07T01:14:24.673818747Z,{"lat":10.805679357337086,"lon":106.70948690377644}
2024-07-07T01:14:25.687446407Z,{"lat":10.805571252648251,"lon":106.70949481872803}
2024-07-07T01:14:26.697884747Z,{"lat":10.805463040055313,"lon":106.70949797100988}
2024-07-07T01:14:27.715844303Z,{"lat":10.8053579912939,"lon":106.70949543813815}
2024-07-07T01:14:28.730919665Z,{"lat":10.805250169958882,"lon":106.70949283841846}
2024-07-07T01:14:29.751328821Z,{"lat":10.80514173084948,"lon":106.70949022380142}
2024-07-07T01:14:30.771825366Z,{"lat":10.805037526404712,"lon":106.70948771128789}
2024-07-07T01:14:31.777922Z,{"lat":10.804932393607633,"lon":106.70948461475213}
2024-07-07T01:14:32.806138915Z,{"lat":10.804821504765588,"lon":106.70948115730485}
2024-07-07T01:14:33.818115873Z,{"lat":10.804702888359797,"lon":106.70947745876897}
2024-07-07T01:14:34.843288359Z,{"lat":10.804584081830708,"lon":106.70947375430484}
2024-07-07T01:14:35.827201016Z,{"lat":10.804479201604114,"lon":106.70947048407132}
2024-07-07T01:14:36.86878319Z,{"lat":10.80437180594618,"lon":106.70946713540658}
2024-07-07T01:14:37.883210747Z,{"lat":10.804271988655824,"lon":106.70946402303991}
2024-07-07T01:14:38.903164755Z,{"lat":10.804176606087376,"lon":106.70946104895178}
2024-07-07T01:14:39.922953868Z,{"lat":10.804087738289414,"lon":106.70945773624786}
2024-07-07T01:14:40.933343045Z,{"lat":10.804009380251431,"lon":106.70945462811552}
2024-07-07T01:14:41.957365201Z,{"lat":10.803937004935026,"lon":106.70945175729335}
2024-07-07T01:14:42.963127395Z,{"lat":10.803866095985457,"lon":106.7094445575307}
2024-07-07T01:14:43.983046771Z,{"lat":10.80380224287643,"lon":106.70944050374965}
2024-07-07T01:14:45.003127908Z,{"lat":10.803744763259726,"lon":106.70943685459623}
2024-07-07T01:14:46.003189181Z,{"lat":10.803691861884374,"lon":106.70943349609715}
2024-07-07T01:14:47.023328984Z,{"lat":10.80363581802647,"lon":106.70942993809415}
2024-07-07T01:14:48.052986386Z,{"lat":10.80357735337242,"lon":106.70942622640466}
2024-07-07T01:14:49.062826301Z,{"lat":10.80351715050894,"lon":106.70942240436305}
2024-07-07T01:14:50.083019509Z,{"lat":10.803453655252836,"lon":106.70941837330037}
2024-07-07T01:14:51.102989636Z,{"lat":10.80340100847957,"lon":106.70941503096488}
2024-07-07T01:14:52.113851472Z,{"lat":10.803349034910058,"lon":106.70941173136866}
2024-07-07T01:14:53.133140487Z,{"lat":10.803312599594877,"lon":106.70940895436047}
2024-07-07T01:14:54.153291163Z,{"lat":10.803282719447418,"lon":106.70940696259966}
2024-07-07T01:14:55.16342758Z,{"lat":10.803250111054197,"lon":106.70940478897901}
2024-07-07T01:14:56.17326452Z,{"lat":10.803214598552042,"lon":106.70940242177497}
2024-07-07T01:14:57.211468489Z,{"lat":10.803186145354822,"lon":106.70938109592487}
2024-07-07T01:14:58.223357976Z,{"lat":10.803043300701962,"lon":106.7091314303275}
2024-07-07T01:14:59.23331301Z,{"lat":10.803049278244043,"lon":106.70904900187156}
2024-07-07T01:15:00.243649555Z,{"lat":10.803056063507487,"lon":106.70895543534068}
2024-07-07T01:15:01.268198732Z,{"lat":10.80306493910762,"lon":106.70884833370465}
2024-07-07T01:15:02.278181143Z,{"lat":10.803074181356058,"lon":106.708732657564}
2024-07-07T01:15:03.298096624Z,{"lat":10.803082550013999,"lon":106.70862076911732}
2024-07-07T01:15:04.332147509Z,{"lat":10.803091536919917,"lon":106.70849939260002}
2024-07-07T01:15:05.328388409Z,{"lat":10.803100155262321,"lon":106.70838299381337}
2024-07-07T01:15:06.321515931Z,{"lat":10.80311038618064,"lon":106.70825171107045}
2024-07-07T01:15:07.349454116Z,{"lat":10.803119835863477,"lon":106.70812834524206}
2024-07-07T01:15:08.358448918Z,{"lat":10.803128616234355,"lon":106.7080122333577}
2024-07-07T01:15:09.389524488Z,{"lat":10.80314382996905,"lon":106.70781158821526}
2024-07-07T01:15:10.391297679Z,{"lat":10.803148627258418,"lon":106.70771829424602}
2024-07-07T01:15:11.431078083Z,{"lat":10.803151998964122,"lon":106.70762648488251}
2024-07-07T01:15:12.446362225Z,{"lat":10.803156082065756,"lon":106.70754166670447}
2024-07-07T01:15:13.484418916Z,{"lat":10.803160128125413,"lon":106.70745619615911}
2024-07-07T01:15:14.476748086Z,{"lat":10.803164657463304,"lon":106.70736051668189}
2024-07-07T01:15:15.496331991Z,{"lat":10.80317013357745,"lon":106.70724483709031}
2024-07-07T01:15:16.516375516Z,{"lat":10.803178007022806,"lon":106.70711495011084}
2024-07-07T01:15:17.520471468Z,{"lat":10.80318779632105,"lon":106.7069771448775}
2024-07-07T01:15:18.558298644Z,{"lat":10.803198018910743,"lon":106.70683324014226}
